"id";"recipe_name";"recipe_url";"recipe_image";"ingredients";"raw_ingredients";"instructions";"createdAt"
"43";"Healthy Mint Brownies";"http://www.foodista.com/recipe/JTC6D6KV/healthy-mint-brownies";"https://spoonacular.com/recipeImages/646491-556x370.jpg";"1/3 cup Almond Milk,1 Tablespoon Applesauce,1/4 cup ripe, soft Avocado,1 teaspoon Baking Powder,1/4 teaspoon Baking Soda,1/2 cup Frozen Blueberries,1/2 teaspoon Natural Butter Extract,1- 15 ounce can Black Beans, drained and rinsed,1/2 cup Dark Chocolate Chunks or Chips,3/4 cup plus 1 Tablespoon Cocoa Powder,3/4 cup plus 1 Tablespoon Coconut Sugar,5 ounces Dark Chocolate**,1 Tablespoon Grape seed Oil,3 Tablespoons Ground Flax,1 Tablespoon Whipped Coconut Cream or Heavy Cream,1 Drop Natural Green Food Coloring (Optional),1 teaspoon Neutral Oil,1 Whole (2 halves) canned or jar unsweetened Pear (I use Trader Joe's),3/4 teaspoon Pure Peppermint Extract,1/2 teaspoon Sea or Pink Salt,2 Tablespoons White Spelt Flour or White Flour,1 teaspoon Vanilla Extract,3 Tablespoons White Spelt Flour or Rice Flour*,1/2 cup Powdered Xylitol";"almond milk,applesauce,avocado,baking powder,baking soda,blueberries,butter,canned black beans,chocolate chunks,cocoa powder,coconut sugar,dark chocolate,grape seed oil,ground flax seed,heavy cream,natural food coloring,oil,pear,peppermint extract,pink himalayan salt,spelt flour,vanilla extract,white rice flour,xylitol";"<ol><li>Directions:</li><li>Preheat the oven to 350 degrees. Line a 9 by 9 or 7 by 11 baking sheet with parchment paper and set aside.</li><li>Combine the flax, applesauce and almond milk together in a small bowl. Set aside to allow to thicken. In a food processor, combine the blueberries, pear, black beans and oil. Pulse until the mixture become very smooth. Next, add the extracts and process until fully combined. Remove the contents from processor into a medium sized mixing bowl. Add the coconut sugar, cocoa, baking powder, soda, and salt and mix. Add the flour with the chocolate chips and mix until just combined. Pour the batter into your prepared dish and bake at 350 for 44-45 minutes.</li><li>Remove from the oven and allow to cool for at least 50 minutes. If you would like, place the brownies in the fridge for 20 or 30 minutes to speed up cooling time. While the brownies cool, start on your mint filling.</li><li>In a small bowl, combine the soft avocado with full fat coconut milk or heavy cream. Beat on high for about 5 minutes until the mixture is fluffy and smooth. Add the powdered xylitol and mix well. Add peppermint extract and coloring if desired, and beat until all incorporated. Once the mixture is perfectly fluffy and creamy, add the flour and mix until just combined. The mixture should be thick and smooth but still easy to spread. Spread the mixture evenly over the cooled brownies and place in the fridge for 10 minutes, until the mint filling has firmed.</li><li>Next, melt the chocolate. Add the oil to the melted chocolate and stir to combine. Remove the brownies from the fridge and pour the melted chocolate over the brownies, gently and quickly spread the chocolate evenly over the brownies. The mint filling should be cold so the warm chocolate doesnt melt the mint filling, but the chocolate will cool quickly once it touches the cold mint. Make sure to work quickly so the chocolate layer will be even. Return the brownies to the fridge to cool for another 5 minutes until the chocolate is set.</li><li>Cut the brownies after the 5 minutes with a sharp knife. Serve brownies chilled or at room temperature. Store any left overs in an airtight container in the refrigerator.</li><li>NOTE: Once the chocolate layer has firmed, be sure to cut all the brownies immediately with a sharp knife. I cut some of the brownies when they were really, really cold, and they didnt cut clean and pretty.</li><li>*For those who are not concerned with gluten content, wheat or white flour would work okay as well. For wheat, decrease the amount by 1 tablespoon. For the filling, be sure to use a white color flour to keep the mint filling a bright pretty green color.</li><li>**You can use any kind of chocolate you like, but dark chocolate gives a wonderful flavor to the peppermint and sugar free dark chocolate is the easiest to find.</li></ol>";"2016-12-20 11:01:07"
"44";"African Chicken Peanut Stew";"http://www.afrolems.com/2014/03/18/african-chicken-peanut-stew-recipe/";"https://spoonacular.com/recipeImages/african-chicken-peanut-stew-716268.jpg";"Seasoning,Bell Peppers for garnishing,1.5 Cups of Chopped Chicken,2.5 Cooking spoons of oil,1 teaspoon of Curry,2 garlic cloves,Small piece of Chopped ginger,1 Cup of groundnut (Blended) or 1 Cooking spoon of peanut Butter,2 handfuls of Chopped onions,Pepper,Salt,1/2 small sweet potato (Chopped),Pinch of thyme,1 Chopped small tomato,1.5 Cooking spoons of Blended tomato";"bbq seasoning,bell peppers,chicken,cooking oil,curry paste,garlic cloves,ginger,groundnut,onions,pepper,salt,sweet potato,thyme,tomato,tomato";"Season and Boil the Chicken for 10 minutes with salt, pepper, seasoning, a handful of onions.Once the chicken is ready, in the same stock, Boil the chopped sweet potatoes till its almost cooked. Save the stock in a separate Bowl and the chicken and potatoes in a separate Bowl as well.In a pot, heat up one cooking spoon of oil and fry the chicken till it Browns. Take it out and heat up the other 1.5 cooking spoons of oil and fry the onions, tomatoes Both chopped and Blended, ginger and garlic.Add your seasoning, curry, thyme, parsley, salt and pepper to the pot.Pour in your stock, chicken and potatoes to cook further.Stir in your peanut Butter and allow to cook for 10 minutes on low heat.If your sauce gets too thick, add a little water to it. Serve with white rice or more sweet potatoes.You could also garnish the dish with Bell peppers.   ";"2016-12-20 11:01:07"
"45";"Homemade Taco Seasoning";"http://pickfreshfoods.com/2014/08/28/homemade-taco-seasoning/";"https://spoonacular.com/recipeImages/homemade-taco-seasoning-715700.jpg";"4 tbsp chili powder,2 tbsp garlic powder,2 tbsp ground cumin,2 tsp kosher salt,2 tbsp onion powder,2 tsp paprika,2 tbsp tapioca powder";"chili powder,garlic powder,ground cumin,kosher salt,onion powder,paprika,tapioca";"In a medium mixing bowl combine all the ingredients together with a whisk.Store in an air-tight container.";"2016-12-20 11:01:08"
"46";"Authentic Italian Biscotti";"http://www.foodista.com/recipe/7LQFSKC5/authentic-italian-biscotti";"https://spoonacular.com/recipeImages/Authentic-Italian-Biscotti-633078.jpg";"1 t. almond extract,2 ½ t. baking powder,½ t. baking soda,2 c. flour,¾ t. salt,1 ¼ c. sugar,1 ½ c. whole almonds, coarsely chopped,2 whole eggs, plus 1 egg, separated";"almond extract,baking powder,baking soda,flour,salt,sugar,whole almonds,whole eggs";"<ol><li>Preheat oven to 350 degrees. Line 2 baking sheets with parchment paper.</li><li>Sift together flour, sugar, baking powder, baking soda, and salt. Add 2 whole eggs and 1 egg yolk, almond extract, and almonds. Mix thoroughly until dough holds together. Add half of reserved egg white, if necessary, to make a cohesive dough.</li><li>With wet hands, shape dough into 4 logs, each 6 long and 1  in diameter. Place 3-4 apart on baking sheets. Bake on middle rack of oven until logs are light golden brown and spring back when touched (about 24 minutes). Cool 15 minutes.</li><li>Lower oven to 275. Slice logs with a serrated knife diagonally into 1/2 slices. Return to oven and bake until completely dry and crisp throughout (about 40 minutes). Cool.</li></ol>";"2016-12-20 11:01:08"
"47";"Easy Banana Pudding";"http://www.pinkwhen.com/easy-banana-pudding-recipe/";"https://spoonacular.com/recipeImages/easy-banana-pudding-715407.jpg";"a bushel of bananas,5.1oz package Jello Instant Vanilla Pudding,2 cups milk (I use 2%),14oz can condensed sweetened milk,1 tbsp vanilla,vanilla wafers,12oz can of whipped cream (I use Fat Free)";"bananas,instant vanilla pudding,milk,sweetened condensed milk,vanilla,vanilla wafers,whipped cream";"In a mixing bowl combine your 2 cups of milk with your vanilla pudding mix, and beat accordingly for 2 minutes. Add in your condensed milk and stir well. Add your entire can of whipped cream and your tbsp of vanilla. Mix well.Place in your refrigerator for 30 minutes covered with Saran Wrap. Once cooled and gelled, remove from fridge and alternate pudding, wafers, and banana slices into the serving bowl of your choice. Serve immediately, or place back in the refrigerator until serving.";"2016-12-20 11:01:08"
"48";"Moroccan Couscous and Chickpea Salad";"http://www.foodista.com/recipe/CCZR4V77/moroccan-couscous-and-chickpea-salad";"https://spoonacular.com/recipeImages/Moroccan-Couscous-and-Chickpea-Salad-652423.jpg";"1 teaspoon black pepper,15 ounce can of chickpeas (garbanzo beans), rinsed and strained,1/4 teaspoon cayenne,1/4 teaspoon cinnamon,1 1/2 cups couscous,3 chopped green onions or scallions,1/4 teaspoon ground ginger,1/4 teaspoon ground nutmeg,1 lemon,Olive oil,1 cup chopped parsley,1 cup shelled and unsalted pistachio nuts,1 small red pepper, diced,Salt to taste,1/2 teaspoon turmeric,1 1/2 cups vegetable broth";"black pepper,canned chickpeas,cayenne,cinnamon,couscous,green onions,ground ginger,ground nutmeg,lemon,olive oil,parsley,pistachio nuts,red bell pepper,salt,turmeric,vegetable broth";"<ol><li>Heat broth and a teaspoon of salt and bring to a boil.</li><li>Place couscous in a bowl and add broth.  Cover bowl to let couscous absorb liquid.</li><li>After  5 minutes, remove cover and fluff couscous with a fork.</li><li>In a large bowl, add the chickpeas, pistachios, red peppers, green onions and parsley and mix well.</li><li>Add the zest and juice of the lemon and mix again.</li><li>Add the spice mixture over the couscous and mix well. Taste, and add salt if needed.</li><li>Let the salad marinate for an hour or so before serving.</li></ol>";"2016-12-20 11:01:08"
"49";"Chicken Cordon Bleu";"http://www.foodista.com/recipe/KFDCB2XH/chicken-cordon-bleu";"https://spoonacular.com/recipeImages/Chicken-Cordon-Bleu-638035.jpg";"6 slices deli ham,2 eggs,1/4 cup flour,2 teaspoons fresh thyme leaves,kosher salt and freshly ground black pepper,1 teaspoon olive oil,1 cup panko bread crumbs,6 boneless, skinless chicken breasts,12 slices Gruyere or Swiss cheese,2 tsps water";"deli ham,eggs,flour,fresh thyme leaves,kosher salt,olive oil,panko bread crumbs,skinless boneless chicken breasts,swiss cheese,water";"<ol><li>Preheat oven to 350 degrees F.</li><li>Butterfly the chicken breasts by slicing half lengthwise but not cutting all the way through. Lay the halved breasts between 2 pieces of plastic wrap. Using the flat side of a meat mallet, gently pound the chicken to 1/4-inch thickness, taking care to not tear or create holes in the meat.</li><li>Lay 2 slices of cheese on each breast, followed by 2 slices of ham, and 2 more of cheese; leaving a 1/2-inch margin on all sides to help seal the roll. Tuck in the sides of the breast and roll up tight like a jellyroll. Squeeze the log gently to seal.</li><li>Season the flour with salt and pepper; spread out on waxed paper or in a flat dish. Mix the breadcrumbs with thyme, kosher salt, pepper, and oil. The oil will help the crust brown. Beat together the eggs and water, the mixture should be fluid. Lightly dust the chicken with flour, then dip in the egg mixture. Gently coat in the bread crumbs.</li><li>Carefully transfer the roulades to a baking pan and bake for 20 minutes until browned and cooked through.</li><li>Serve whole or cut into pinwheels.</li></ol>";"2016-12-20 11:01:08"
"50";"Blasian's Deviled Eggs";"http://www.foodista.com/recipe/NWGPVRTM/blasians-deviled-eggs";"https://spoonacular.com/recipeImages/Blasians-Deviled-Eggs-635285.jpg";"1 teaspoon granulated garlic,1/2 teaspoon ground black pepper,12 hard-boiled eggs,4 tablespoons mayonnaise,Paprika to sprinkle on top,salt,2 teaspoons yellow mustard";"granulated garlic,ground pepper,hard-boiled eggs,mayonnaise,paprika,salt,yellow mustard";"<ol><li>Slice eggs in half lengthwise; remove yolks and set whites aside. In a small bowl, mash yolks with a fork. Add the mayonnaise, salt, garlic, pepper and mustard; mix well. Stuff or pipe into egg whites. Sprinkle with paprika.</li><li>Refrigerate until serving.</li></ol>";"2016-12-20 11:01:08"
"51";"Homemade King Ranch Chicken Casserole";"http://www.pinkwhen.com/homemade-king-ranch-chicken-casserole/";"https://spoonacular.com/recipeImages/homemade-king-ranch-chicken-casserole-715437.jpg";"¼ cup butter,2 cooked and cubed chicken breasts,1 (10.5oz) can Cream of Chicken Soup,1 (10.5oz) can Cream of Mushroom Soup,2 (10oz) cans Tomatoes and Green Chilis,1 (10 count) package flour tortillas (torn into bite sized pieces),2 cup package Mexican Cheddar Jack shredded cheese,1 medium onion";"butter,cooked chicken breasts,cream of chicken soup,cream of mushroom soup,diced tomatoes with green chilis,flour tortillas,jack cheese,onion";"If you haven't already, cook your chicken breasts by boiling them in water for 20 minutes, or until juices run clear when cut into. Then cube and set aside.Preheat the oven to 350. Chop the onion into small pieces and saute in  cup butter over medium heat for 5 minutes or until slightly translucent. Turn heat down to low and add both cans of soup, stirring until mixed well. Remove from heat and set aside.In a prepared 9 x 13 baking dish place a layer of tortillas to cover the bottom of the dish. Add a thin layer of tomatoes and green chilis, a thin layer of the soup mixture, a thin layer of chicken, and top with cheese. Add another thin layer of tortillas, tomatoes and green chilis, soup mixture, chicken, and cheese. Keep doing the layers until you run out of space, finally covering the dish with the remaining cheese.Bake in the preheated oven on 350 for 45 minutes, or until cheese is turned a golden brown. Allow to cool before serving.";"2016-12-20 11:01:08"
"52";"Sex in a glass";"http://www.foodista.com/recipe/3BZLKWW2/sex-in-a-glass";"https://spoonacular.com/recipeImages/Sex-in-a-glass-659782.jpg";"caramel dessert topping,2 cups cream,1 cup melted (room temperature) dulce de leche ice cream,3 tablespoons instant espresso,1 cup sugar,1 tablespoon sugar,1/4 cup water,3 cups boiling water";"caramel topping,cream,ice cream,instant espresso,sugar,sugar,water,water";"<ol><li>To make the espresso bring water to a boil and then pour it over the espresso. Set aside to cool. When cooled add the melted ice cream</li><li>For the caramel-cream: Place 1 cup sugar and water in a 2 quart pot with a glass lid. Cover and bring to a boil over medium-high heat. Do not remove lid or stir the sugar mixture or it will begin to crystallize. The glass lid is a convenient way of watching the sugar so you know when it changes color as well as keeping the steam inside and preventing crystallization.</li><li>When the sugar begins to look caramelized watch it carefully and remove from heat when it reaches deep amber color. Be very careful as the sugar is extremely hot and also watch that it doesn't burn. It can go from amber to burnt very quickly.</li><li>Immediately off the heat pour the one cup cream into the caramel. The caramel will stiffen, sizzle and splatter so be careful. Return to a medium heat and cook until the caramel melts together with the cream.</li><li>Pour the caramel cream into the coffee and refrigerate until cold.</li><li>To assemble, fill a glass with ice, scoop two ice cream scoops into each glass.</li><li>Pour the iced espresso cream over and top with sweetened whipped cream (the other cup of cream whipped with 1 tablespoon sugar).</li><li>Garnish with caramel syrup and serve chilled.</li></ol>";"2016-12-20 11:01:08"
"53";"Peanut Butter and Jelly Smoothie";"http://www.foodista.com/recipe/K5KVRWVR/peanut-butter-and-jelly-smoothie";"https://spoonacular.com/recipeImages/Peanut-Butter-and-Jelly-Smoothie-655235.jpg";"1 cup almond milk or other non-dairy milk (see my almond milk recipe),2 bananas, smashed (I used frozen),1/2 cup peanut butter,½ cup strawberries (about 3 strawberries) or 1 Tbsp strawberry jam";"almond milk,bananas,peanut butter,strawberries";"<ol><li>Place ingredients in a high speed blender like Blendtec for super smooth texture, blend on high.</li><li>If using a regular blender put milk and strawberries in then blend.</li><li>Next, add banana pieces and peanut butter, process until smooth.</li><li>Garnish with crushed peanuts and serve.</li></ol>";"2016-12-20 11:01:08"
"54";"White Chocolate Macadamia Banana Bread";"http://www.foodista.com/recipe/2SRKJZC6/white-chocolate-macadamia-banana-bread";"https://spoonacular.com/recipeImages/White-Chocolate-Macadamia-Banana-Bread-665182.jpg";"2 cups all purpose flour,1 teaspoon baking soda,1 2/3 cups mashed ripe banana (about 3 bananas),1 cup (2 sticks) butter, at room temperature,2 eggs, room temperature,1 cup granulated sugar,1/2 teaspoon kosher salt,3/4 cup chopped salted macadamia nuts,1/4 cup 2% milk,4 ounces reduced fat cream cheese,1/2 cup white chocolate chips";"all purpose flour,baking soda,banana,butter,eggs,granulated sugar,kosher salt,macadamia nuts,milk,reduced fat cream cheese,white chocolate chips";"<ol><li>Preheat oven to 350 degrees.</li><li>In the bowl of an electric mixer, combine the sugar and butter beating at medium speed until fluffy. On low-speed, add the banana, milk, cream cheese, and eggs mixing until combined.</li><li>In a small bowl, whisk together the flour, baking soda, and salt. Keeping the mixer on low-speed, slowly add the dry ingredients to the wet ingredients. Beat just until blended. Add the nuts and chocolate chips and stir briefly.</li><li>Pour the batter into a 9 x 5"" metal loaf pan coated with cooking spray and bake at 350 degrees for 1 hour or until a toothpick inserted into the center comes out clean. Cool in pan for 10 minutes on a wire rack. Remove from pan and cool on rack.</li></ol>""";"2016-12-20 11:01:08"
"55";"Mozzarella Sticks";"http://www.foodista.com/recipe/LVT5MJLZ/mozzarella-sticks";"https://spoonacular.com/recipeImages/Mozzarella-Sticks-652513.jpg";"1 tablespoon Butter or marg., melted,1 cup Dry bread crumbs,2 eggs,3 tablespoons All-purpose flour,1/2 teaspoon Garlic powder,2 1/2 teaspoons Italian seasoning,1/8 teaspoon Pepper,1 cup Marinara or spaghetti sauce, heated,12 string cheese,1 tablespoon Water";"butter,dry bread crumbs,eggs,flour,garlic powder,italian seasoning,pepper,spaghetti sauce,string cheese,water";"<ol><li>Taste of Home. It won a prize in their cheese contest. Mary Merchant of</li><li>In a small bowl, beat eggs and water. In a plastic bag, combine bread crumbs, Italian seasoning, garlic powder and pepper. Coat cheese sticks in flour, then dip in egg mixture and bread crumb mixture. Repeat egg and bread crumb coatings. Cover and chill for at least 4 hours or overnight.</li><li>Place on an ungreased baking sheet; drizzle with butter. Bake, uncovered, at 400 for 6 to 8 minutes or until heated through. Allow to stand for 3 to 5 minutes before serving. Use marinara or spaghetti sauce for dipping.</li><li>Yield: 4 to 6 servings.</li><li>Note: Regular mozzarella cheese, cut into 4 inch by 1/2 inch sticks can be substituted for the string cheese.</li></ol>";"2016-12-20 11:01:08"
"56";"Tomato and Eggplant Caponata";"http://foodandspice.blogspot.com/2012/08/caponata-eggplant-and-tomato-salad.html";"https://spoonacular.com/recipeImages/tomato-and-eggplant-caponata-716218.jpg";"2 tablespoons balsamic vinegar,1 tablespoon brown sugar (optional),2 tablespoons capers,1/2 teaspoon cayenne,2 stalks celery, finely sliced,1 teaspoon curry powder (optional),2 medium eggplants, peeled and cut into small cubes,large handful fresh parsley, chopped,1 clove garlic, minced,1 teaspoon ground cumin,fresh ground black pepper to taste,2 jalapeños, seeded and finely chopped,2/3 cup Kalamata olives, pitted and chopped,2 tablespoons olive oil,1 small onion, finely chopped,1/2 teaspoon sea salt, or to taste,2 teaspoons sea salt,3 large tomatoes, seeded and finely chopped";"balsamic vinegar,brown sugar,capers,cayenne,celery,curry powder,eggplants,fresh parsley,garlic,ground cumin,ground pepper,jalapenos,kalamata olives,olive oil,onion,sea salt,sea salt,tomatoes";"Place the eggplant cubes in a strainer and sprinkle with the salt. Let stand for 1 hour. Rinse and pat dry with a clean tea towel. Set aside. Heat 1 tablespoon of the olive oil in a medium heavy-bottomed saucepan over medium heat. When hot, add the onion, celery and garlic and saut for 5 to 10 minutes or until the vegetables are tender.Now add the tomatoes, jalapeos, cumin, curry powder and cayenne and simmer for another few minutes, stirring often. Next add the vinegar, capers, olives and brown sugar if using to the pan  Continue to simmer for another 5 to 10 minutes. Heat the remaining tablespoon of olive oil in a frying pan over medium heat. When hot, toss in the eggplant cubes and stir for 5 minutes or until lightly browned. Add the eggplant to the tomato mixture. Continue to simmer for another 10 minutes and taste for seasoning. Remove from heat and let cool to room temperature.Garnish with parsley and serve with flatbreads or toasted pitas.";"2016-12-20 11:01:08"
"57";"Caldo Verde - Portuguese Kale Soup";"http://www.foodista.com/recipe/7SDK7CGK/caldo-verde-portuguese-kale-soup";"https://spoonacular.com/recipeImages/Caldo-Verde---Portuguese-Kale-Soup-636787.jpg";"3 carrots peeled and sliced,4 cups of chicken stock,2 chorizo links,3 garlic cloves smashed,1 bunch of kale julienned,1/2 large onion chopped,4 large yellow potatoes chopped,crushed red pepper flakes,salt and pepper to taste,2 cups of water";"carrots,chicken stock,chorizo,garlic cloves,kale,onion,potatoes,red pepper flakes,salt and pepper,water";"<ol><li>Chop your onions, slice your carrots and smash your garlic. Set aside.</li><li>Peel and chop the potatoes. Set aside in a bowl of cold water.</li><li>Remove the casing from your chorizo. This is an important step. Chorizo casing is tough and unforgiving and will make the sausage link curl during the cooking process. Just remove it and don't worry about appearance. Cut the links length-wise then chop into half-moons. Sautee in a separate pan until the are nice and browned. Don't put into the pot until the last minute, otherwise the color of the chorizo will leach into the soup turning it a weird red color.</li><li>Now it's time to prepare the kale. With each individual leaf, cut out the stem. You can do this several ways. Cut a triangle out of the leaf, or fold over the leaf and cut out the stem that way. Or rip off the halves of the leaves off the stem. I like a little bit of stem to give some crunch and texture.</li><li>Tightly roll the leaf into a bundle.</li><li>Run your knife over it to julienne the leaf into thin strips.</li><li>Don't worry if it's not perfect. Set aside the kale.</li><li>In a big pot, sautee your onions, carrots and garlic in a bit of olive oil.</li><li>Once the vegetables start to soften, add the potatoes and some crushed red pepper flakes. Stir the pot and cook the potatoes until the outer edges start turning clear.</li><li>Then add the 6 cups of water and 2 bouillion packets (or 4 cups of broth and 2 cups of water) to the pot. Bring to a boil then let simmer until the potatoes are cooked.</li><li>With a wooden spoon, mash the potatoes against the side of the pot. Do this until almost all the chunks of potatoes are mashed. Leave some chunks behind. This will give your soup a wonderful hearty texture.</li><li>Now it's time to add the Kale. It looks like a lot and will fill up your whole pot but not to worry because it wilts down pretty quickly.</li><li>Cook for 5 minutes at a simmer then stir in chorizo sausage. Serve hot or at room temperature (the latter is my favorite). Eat with a nice crusty loaf of Portuguese bread. Enjoy!</li></ol>";"2016-12-20 11:01:08"
"58";"Grilled Fish With Sun Dried Tomato Relish";"http://www.foodista.com/recipe/MNHCWRZH/grilled-fish-with-sun-dried-tomato-relish";"https://spoonacular.com/recipeImages/Grilled-Fish-With-Sun-Dried-Tomato-Relish-645714.jpg";"1/2 teaspoon balsamic vinegar,400g firm white fish fillet (I used kingklip),150g cucumber,1 teaspoon extra virgin olive oil,5 leaves of mint or basil,2 tablespoons olive oil,1/2 teaspoon pepper,1/2 teaspoon salt,2 teaspoons sesame seeds,1/2 cup Sugar,120g sun-dried tomatoes in oil (oil drained)";"balsamic vinegar,cat fish fillet,cucumber,extra virgin olive oil,mint,olive oil,pepper,salt,sesame seeds,sugar,sun-dried tomatoes";"<ol><li>Pre-heat the oven to 200 deg Celsius.</li><li>Lay a sheet of baking paper on a baking tray and grease it lightly with olive oil. Lay the whole fish fillet on the baking sheet and rub the fish generously with the rest of the olive oil.</li><li>Season with salt and pepper. I like to use Masterfoods Garlic Pepper whenever a recipe calls for salt and pepper.</li><li>Place the fish in an oven pre-heated to 200 deg Celsius for 15-20 minutes until fish is cooked. Do not overcook the fish. The standard, fan-forced or grill functions of the oven may be used.</li><li>While the fish is cooking, lightly peel a piece of cucumber. About 150g large. Leave some skin on for a prettier appearance. Cut the cucumber into strips and trim off the seeds. Retain the crunchy parts. Dice the cucumber strips. Set aside the cucumber dices in a bowl.</li><li>Use only sun-dried tomatoes that are soaked in oil. Remove the tomatoes from the jar and drain the excess oil. Cut the tomatoes into small pieces. Add the tomatoes to the cucumber.</li><li>Stack 5 leaves of mint or basil together. Roll up the stack of leaves. Using a pair of kitchen scissors, cut the herbs into fine strips. Add them to the tomato mixture.</li><li>Add salt and pepper to taste, 1/2 teaspoon of sugar, 1 teaspoon of extra virgin olive oil, 1/2 teaspoon of balsamic vinegar and 1 teaspoon of toasted sesame seeds. Stir the tomato relish mixture well to combine.</li><li>Remove the fish from the oven. Cut into servicing portions and place the relish on the top of the each fish fillet.</li><li>Garnish with sprigs of mint or basil.</li></ol>";"2016-12-20 11:01:08"
"59";"Grandma Inez's Pineapple Pie";"http://www.foodista.com/recipe/PDS7JZ6J/grandma-inezs-pineapple-pie";"https://spoonacular.com/recipeImages/Grandma-Inezs-Pineapple-Pie-645147.jpg";"2 tablespoons butter,8 oz can crushed pineapple,1/3 cup cornstarch,1/4 teaspoon cream of tartar,2 egg whites,2 egg yolks (save whites for meringue),1 9 inch pre-baked pie crust,1/8 teaspoon salt,1/4 cup sugar,3/4 cup sugar,1/2 teaspoon vanilla,1 teaspoon vanilla,1/2 cup +2 T water";"butter,canned pineapple,cornstarch,cream of tartar,egg whites,egg yolks,pie crust,salt,sugar,sugar,vanilla,vanilla,water";"<ol><li>To make the pie, cream sugar, butter, and egg yolks in a medium saucepan with a hand-held electric mixer. Blend in cornstarch and vanilla. Add water and crushed pineapple with its juice; blend once more.</li><li>Transfer saucepan to the stove and cook over med heat, stirring constantly until thick. Pour into 9 baked pastry.</li><li>To make the meringue, Whip egg whites until they begin to get foamy. Add remaining ingredients and continue to whip until the meringue has reached soft peak stage and is smooth and glossy.</li><li>Place meringue over cooled pie. Brown at 400 for just a few min. Store in fridge.</li></ol>";"2016-12-20 11:01:08"
"60";"Sweet & Spicy White Cheddar Cheese Ball W/apples & Bacon";"http://www.foodista.com/recipe/7KN8VFXH/sweet-spicy-white-cheddar-cheese-ball-wapples-bacon";"https://spoonacular.com/recipeImages/Sweet---Spicy-White-Cheddar-Cheese-Ball-W-apples---Bacon-662428.jpg";"1/2 cup dried apple slices,6 slices of bacon,2 teaspoons Applejack Brandy (I used 1 T. of Finger Lakes Distilling Maplejack),1/4 teaspoon cayenne pepper,2 teaspoons dark brown sugar,10 ounces of Adams Reserve New York Extra Sharp Cheddar cheese, shredded,8 ounces cream cheese, or lowfat (NOT nonfat) cream cheese, softened,1 teaspoon pure maple syrup,1 cup Trader Joes Sweet and Spicy Pecans (substitute 1 c. pecans, 1 t. Cracker and apple slices to serve";"apple,bacon,brandy,cayenne pepper,dark brown sugar,extra sharp cheddar cheese,lowfat cream cheese,maple syrup,pecans";"<ol><li>Put apple slices in small dish and sprinkle with brandy and maple syrup while you prep the rest of the recipe. Fry bacon in large skillet, turning frequently, until crisp, then set aside on a paper towel lined plate.</li><li>Finely chop apples.</li><li>Combine cream cheese, Adams Reserve New York Extra Sharp Cheddar, cayenne pepper, and apples in food processor. Pulse until mixture is throughly mixed and combined.</li><li>Combine pecans, brown sugar, and cooled, crumbled bacon in mini-food processor (or wash out regular processor and dry) until finely chopped.</li><li>Use spatula to remove cheese mixture to a cutting board. Lightly wet hands and roll the cheese into a ball. Roll in the bacon pecan mixture and pat to coat.</li><li>Arrange on serving platter with crackers and apple slices dipped in lemon juice/water. Enjoy!</li></ol>";"2016-12-20 11:01:08"
"61";"Brown Sugar Sponge Cookie w/ Chocolate Covered Caramels";"http://www.foodista.com/recipe/54LYK776/brown-sugar-sponge-cookie-w-chocolate-covered-caramels";"https://spoonacular.com/recipeImages/Brown-Sugar-Sponge-Cookie-w--Chocolate-Covered-Caramels-636315.jpg";"1/3 cup all purpose flour,1/2 teaspoon baking powder,1/4 cup packed dark brown sugar,2 large eggs, separated,1/8 teaspoon grated lemon zest,24 Rolos (or other chocolate covered caramels),1/8 teaspoon salt,1/2 teaspoon vanilla extract";"all purpose flour,baking powder,dark brown sugar,eggs,lemon zest,rolos,salt,vanilla extract";"<ol><li>Preheat the oven to 375 degrees. Line baking sheets with parchment paper and spray with nonstick cooking spray.</li><li>In the bowl of a stand mixer on medium speed, beat the egg whites until foamy. Add the baking powder, salt and sugar and continue beating on medium speed until stiff peaks form.</li><li>In another bowl combine egg yolks, vanilla and lemon zest, beat with fork until thoroughly mixed. Fold the yolks into the egg white mixture just until combined.</li><li>Sift the flour over the egg mixture and fold in until the batter is smooth and light. Drop just about 2 teaspoons of batter for each cookie about 2 inches apart onto baking sheets. Top each off with a Rolo in the center and press down lightly.</li><li>Bake for 12 minutes or until golden. Cool on the sheets for 5 minutes then move to racks to cool completely.</li></ol>";"2016-12-20 11:01:08"
